city,occupation,0
"Santa Cruz-Watsonville, CA",Building and Grounds Cleaning and Maintenance,374.0
"Santa Cruz-Watsonville, CA",Computer and Mathematical,191.0
"Santa Cruz-Watsonville, CA",Personal Care and Service,319.0
"Santa Cruz-Watsonville, CA","Installation, Maintenance, and Repair",290.0
"Santa Cruz-Watsonville, CA",Construction and Extraction,342.0
"Santa Cruz-Watsonville, CA",Management,530.0
"Santa Cruz-Watsonville, CA",Business and Financial Operations,380.0
"Santa Cruz-Watsonville, CA",Production,467.0
"Santa Cruz-Watsonville, CA",Healthcare Practitioners and Technical,504.0
"Santa Cruz-Watsonville, CA","Education, Training, and Library",755.0
"Santa Cruz-Watsonville, CA",Transportation and Material Moving,388.0
"Santa Cruz-Watsonville, CA",Food Preparation and Serving Related,1132.0
"Santa Cruz-Watsonville, CA",Sales and Related,1048.0
"Santa Cruz-Watsonville, CA",Office and Administrative Support,1474.0
"Greeley, CO",Legal,40.0
"Greeley, CO","Life, Physical, and Social Science",49.0
"Greeley, CO","Arts, Design, Entertainment, Sports, and Media",85.0
"Greeley, CO",Community and Social Service,124.0
"Greeley, CO",Architecture and Engineering,185.0
"Greeley, CO",Protective Service,181.0
"Greeley, CO",Healthcare Support,173.0
"Greeley, CO",Building and Grounds Cleaning and Maintenance,316.0
"Greeley, CO",Computer and Mathematical,97.0
"Greeley, CO",Personal Care and Service,218.0
"Greeley, CO","Installation, Maintenance, and Repair",448.0
"Greeley, CO",Construction and Extraction,988.0
"Greeley, CO",Management,341.0
"Greeley, CO",Business and Financial Operations,393.0
"Greeley, CO",Production,1032.0
"Greeley, CO",Healthcare Practitioners and Technical,383.0
"Greeley, CO","Education, Training, and Library",657.0
"Greeley, CO",Transportation and Material Moving,821.0
"Greeley, CO",Food Preparation and Serving Related,814.0
"Greeley, CO",Sales and Related,953.0
"Greeley, CO",Office and Administrative Support,1250.0
"Longview, TX",Legal,41.0
"Longview, TX","Life, Physical, and Social Science",41.0
"Longview, TX","Arts, Design, Entertainment, Sports, and Media",71.0
"Longview, TX",Community and Social Service,97.0
"Longview, TX",Architecture and Engineering,154.0
"Longview, TX",Protective Service,202.0
"Longview, TX",Healthcare Support,294.0
"Longview, TX",Building and Grounds Cleaning and Maintenance,229.0
"Longview, TX",Computer and Mathematical,73.0
"Longview, TX",Personal Care and Service,313.0
"Longview, TX","Installation, Maintenance, and Repair",523.0
"Longview, TX",Construction and Extraction,1015.0
"Longview, TX",Management,313.0
"Longview, TX",Business and Financial Operations,225.0
"Longview, TX",Production,850.0
"Longview, TX",Healthcare Practitioners and Technical,575.0
"Longview, TX","Education, Training, and Library",551.0
"Longview, TX",Transportation and Material Moving,701.0
"Longview, TX",Food Preparation and Serving Related,844.0
"Longview, TX",Sales and Related,998.0
"Longview, TX",Office and Administrative Support,1456.0
"Champaign-Urbana, IL",Legal,0.0
"Champaign-Urbana, IL","Life, Physical, and Social Science",106.0
"Champaign-Urbana, IL","Arts, Design, Entertainment, Sports, and Media",97.0
"Champaign-Urbana, IL",Community and Social Service,147.0
"Champaign-Urbana, IL",Architecture and Engineering,130.0
"Champaign-Urbana, IL",Protective Service,185.0
"Champaign-Urbana, IL",Healthcare Support,278.0
"Champaign-Urbana, IL",Building and Grounds Cleaning and Maintenance,333.0
"Champaign-Urbana, IL",Computer and Mathematical,228.0
"Champaign-Urbana, IL",Personal Care and Service,219.0
"Champaign-Urbana, IL","Installation, Maintenance, and Repair",328.0
"Champaign-Urbana, IL",Construction and Extraction,296.0
"Champaign-Urbana, IL",Management,591.0
"Champaign-Urbana, IL",Business and Financial Operations,383.0
"Champaign-Urbana, IL",Production,523.0
"Champaign-Urbana, IL",Healthcare Practitioners and Technical,639.0
"Champaign-Urbana, IL","Education, Training, and Library",1226.0
"Champaign-Urbana, IL",Transportation and Material Moving,515.0
"Champaign-Urbana, IL",Food Preparation and Serving Related,995.0
"Champaign-Urbana, IL",Sales and Related,888.0
"Champaign-Urbana, IL",Office and Administrative Support,1602.0
"Macon, GA",Legal,64.0
"Macon, GA","Life, Physical, and Social Science",24.0
"Macon, GA","Arts, Design, Entertainment, Sports, and Media",74.0
"Macon, GA",Community and Social Service,171.0
"Macon, GA",Architecture and Engineering,66.0
"Macon, GA",Protective Service,270.0
"Macon, GA",Healthcare Support,363.0
"Macon, GA",Building and Grounds Cleaning and Maintenance,328.0
"Macon, GA",Computer and Mathematical,156.0
"Macon, GA",Personal Care and Service,234.0
"Macon, GA","Installation, Maintenance, and Repair",431.0
"Macon, GA",Construction and Extraction,286.0
"Macon, GA",Management,457.0
"Macon, GA",Business and Financial Operations,524.0
"Macon, GA",Production,552.0
"Macon, GA",Healthcare Practitioners and Technical,773.0
"Macon, GA","Education, Training, and Library",580.0
"Macon, GA",Transportation and Material Moving,645.0
"Macon, GA",Food Preparation and Serving Related,919.0
"Macon, GA",Sales and Related,1052.0
"Macon, GA",Office and Administrative Support,1784.0
"Laredo, TX",Legal,31.0
"Laredo, TX","Life, Physical, and Social Science",18.0
"Laredo, TX","Arts, Design, Entertainment, Sports, and Media",74.0
"Laredo, TX",Community and Social Service,97.0
"Laredo, TX",Architecture and Engineering,48.0
"Laredo, TX",Protective Service,457.0
"Laredo, TX",Healthcare Support,235.0
"Laredo, TX",Building and Grounds Cleaning and Maintenance,237.0
"Laredo, TX",Computer and Mathematical,70.0
"Laredo, TX",Personal Care and Service,759.0
"Laredo, TX","Installation, Maintenance, and Repair",347.0
"Laredo, TX",Construction and Extraction,237.0
"Laredo, TX",Management,299.0
"Laredo, TX",Business and Financial Operations,307.0
"Laredo, TX",Production,126.0
"Laredo, TX",Healthcare Practitioners and Technical,331.0
"Laredo, TX","Education, Training, and Library",775.0
"Laredo, TX",Transportation and Material Moving,1137.0
"Laredo, TX",Food Preparation and Serving Related,1007.0
"Laredo, TX",Sales and Related,1071.0
"Laredo, TX",Office and Administrative Support,2099.0
"Lynchburg, VA",Legal,38.0
"Lynchburg, VA","Life, Physical, and Social Science",52.0
"Lynchburg, VA","Arts, Design, Entertainment, Sports, and Media",88.0
"Lynchburg, VA",Community and Social Service,209.0
"Lynchburg, VA",Architecture and Engineering,223.0
"Lynchburg, VA",Protective Service,174.0
"Lynchburg, VA",Healthcare Support,336.0
"Lynchburg, VA",Building and Grounds Cleaning and Maintenance,292.0
"Lynchburg, VA",Computer and Mathematical,197.0
"Lynchburg, VA",Personal Care and Service,366.0
"Lynchburg, VA","Installation, Maintenance, and Repair",452.0
"Lynchburg, VA",Construction and Extraction,404.0
"Lynchburg, VA",Management,336.0
"Lynchburg, VA",Business and Financial Operations,376.0
"Lynchburg, VA",Production,968.0
"Lynchburg, VA",Healthcare Practitioners and Technical,648.0
"Lynchburg, VA","Education, Training, and Library",594.0
"Lynchburg, VA",Transportation and Material Moving,615.0
"Lynchburg, VA",Food Preparation and Serving Related,916.0
"Lynchburg, VA",Sales and Related,1081.0
"Lynchburg, VA",Office and Administrative Support,1476.0
"Springfield, IL",Legal,99.0
"Springfield, IL","Life, Physical, and Social Science",56.0
"Springfield, IL","Arts, Design, Entertainment, Sports, and Media",106.0
"Springfield, IL",Community and Social Service,194.0
"Springfield, IL",Architecture and Engineering,134.0
"Springfield, IL",Protective Service,261.0
"Springfield, IL",Healthcare Support,357.0
"Springfield, IL",Building and Grounds Cleaning and Maintenance,298.0
"Springfield, IL",Computer and Mathematical,308.0
"Springfield, IL",Personal Care and Service,245.0
"Springfield, IL","Installation, Maintenance, and Repair",328.0
"Springfield, IL",Construction and Extraction,377.0
"Springfield, IL",Management,0.0
"Springfield, IL",Business and Financial Operations,687.0
"Springfield, IL",Production,289.0
"Springfield, IL",Healthcare Practitioners and Technical,955.0
"Springfield, IL","Education, Training, and Library",624.0
"Springfield, IL",Transportation and Material Moving,436.0
"Springfield, IL",Food Preparation and Serving Related,1021.0
"Springfield, IL",Sales and Related,969.0
"Springfield, IL",Office and Administrative Support,2110.0
"College Station-Bryan, TX",Legal,29.0
"College Station-Bryan, TX","Life, Physical, and Social Science",263.0
"College Station-Bryan, TX","Arts, Design, Entertainment, Sports, and Media",106.0
"College Station-Bryan, TX",Community and Social Service,127.0
"College Station-Bryan, TX",Architecture and Engineering,185.0
"College Station-Bryan, TX",Protective Service,217.0
"College Station-Bryan, TX",Healthcare Support,203.0
"College Station-Bryan, TX",Building and Grounds Cleaning and Maintenance,312.0
"College Station-Bryan, TX",Computer and Mathematical,235.0
"College Station-Bryan, TX",Personal Care and Service,249.0
"College Station-Bryan, TX","Installation, Maintenance, and Repair",369.0
"College Station-Bryan, TX",Construction and Extraction,484.0
"College Station-Bryan, TX",Management,317.0
"College Station-Bryan, TX",Business and Financial Operations,333.0
"College Station-Bryan, TX",Production,0.0
"College Station-Bryan, TX",Healthcare Practitioners and Technical,561.0
"College Station-Bryan, TX","Education, Training, and Library",1176.0
"College Station-Bryan, TX",Transportation and Material Moving,486.0
"College Station-Bryan, TX",Food Preparation and Serving Related,1144.0
"College Station-Bryan, TX",Sales and Related,988.0
"College Station-Bryan, TX",Office and Administrative Support,2121.0
"Tyler, TX",Legal,86.0
"Tyler, TX","Life, Physical, and Social Science",48.0
"Tyler, TX","Arts, Design, Entertainment, Sports, and Media",84.0
"Tyler, TX",Community and Social Service,123.0
"Tyler, TX",Architecture and Engineering,138.0
"Tyler, TX",Protective Service,187.0
"Tyler, TX",Healthcare Support,451.0
"Tyler, TX",Building and Grounds Cleaning and Maintenance,337.0
"Tyler, TX",Computer and Mathematical,125.0
"Tyler, TX",Personal Care and Service,429.0
"Tyler, TX","Installation, Maintenance, and Repair",357.0
"Tyler, TX",Construction and Extraction,394.0
"Tyler, TX",Management,293.0
"Tyler, TX",Business and Financial Operations,337.0
"Tyler, TX",Production,518.0
"Tyler, TX",Healthcare Practitioners and Technical,984.0
"Tyler, TX","Education, Training, and Library",622.0
"Tyler, TX",Transportation and Material Moving,677.0
"Tyler, TX",Food Preparation and Serving Related,1011.0
"Tyler, TX",Sales and Related,1092.0
"Tyler, TX",Office and Administrative Support,1613.0
"Tuscaloosa, AL",Legal,37.0
"Tuscaloosa, AL","Life, Physical, and Social Science",51.0
"Tuscaloosa, AL","Arts, Design, Entertainment, Sports, and Media",88.0
"Tuscaloosa, AL",Community and Social Service,136.0
"Tuscaloosa, AL",Architecture and Engineering,128.0
"Tuscaloosa, AL",Protective Service,190.0
"Tuscaloosa, AL",Healthcare Support,352.0
"Tuscaloosa, AL",Building and Grounds Cleaning and Maintenance,301.0
"Tuscaloosa, AL",Computer and Mathematical,118.0
"Tuscaloosa, AL",Personal Care and Service,218.0
"Tuscaloosa, AL","Installation, Maintenance, and Repair",451.0
"Tuscaloosa, AL",Construction and Extraction,490.0
"Tuscaloosa, AL",Management,306.0
"Tuscaloosa, AL",Business and Financial Operations,251.0
"Tuscaloosa, AL",Production,1474.0
"Tuscaloosa, AL",Healthcare Practitioners and Technical,671.0
"Tuscaloosa, AL","Education, Training, and Library",635.0
"Tuscaloosa, AL",Transportation and Material Moving,779.0
"Tuscaloosa, AL",Food Preparation and Serving Related,991.0
"Tuscaloosa, AL",Sales and Related,946.0
"Tuscaloosa, AL",Office and Administrative Support,1343.0
"Hagerstown-Martinsburg, MD-WV",Legal,68.0
"Hagerstown-Martinsburg, MD-WV","Life, Physical, and Social Science",28.0
"Hagerstown-Martinsburg, MD-WV","Arts, Design, Entertainment, Sports, and Media",80.0
"Hagerstown-Martinsburg, MD-WV",Community and Social Service,238.0
"Hagerstown-Martinsburg, MD-WV",Architecture and Engineering,98.0
"Hagerstown-Martinsburg, MD-WV",Protective Service,331.0
"Hagerstown-Martinsburg, MD-WV",Healthcare Support,298.0
"Hagerstown-Martinsburg, MD-WV",Building and Grounds Cleaning and Maintenance,248.0
"Hagerstown-Martinsburg, MD-WV",Computer and Mathematical,259.0
"Hagerstown-Martinsburg, MD-WV",Personal Care and Service,301.0
"Hagerstown-Martinsburg, MD-WV","Installation, Maintenance, and Repair",416.0
"Hagerstown-Martinsburg, MD-WV",Construction and Extraction,320.0
"Hagerstown-Martinsburg, MD-WV",Management,372.0
"Hagerstown-Martinsburg, MD-WV",Business and Financial Operations,333.0
"Hagerstown-Martinsburg, MD-WV",Production,482.0
"Hagerstown-Martinsburg, MD-WV",Healthcare Practitioners and Technical,723.0
"Hagerstown-Martinsburg, MD-WV","Education, Training, and Library",596.0
"Hagerstown-Martinsburg, MD-WV",Transportation and Material Moving,1097.0
"Hagerstown-Martinsburg, MD-WV",Food Preparation and Serving Related,868.0
"Hagerstown-Martinsburg, MD-WV",Sales and Related,1203.0
"Hagerstown-Martinsburg, MD-WV",Office and Administrative Support,1781.0
"Barnstable Town, MA",Legal,40.0
"Barnstable Town, MA","Life, Physical, and Social Science",132.0
"Barnstable Town, MA","Arts, Design, Entertainment, Sports, and Media",112.0
"Barnstable Town, MA",Community and Social Service,188.0
"Barnstable Town, MA",Architecture and Engineering,156.0
"Barnstable Town, MA",Protective Service,240.0
"Barnstable Town, MA",Healthcare Support,318.0
"Barnstable Town, MA",Building and Grounds Cleaning and Maintenance,540.0
"Barnstable Town, MA",Computer and Mathematical,108.0
"Barnstable Town, MA",Personal Care and Service,394.0
"Barnstable Town, MA","Installation, Maintenance, and Repair",364.0
"Barnstable Town, MA",Construction and Extraction,468.0
"Barnstable Town, MA",Management,588.0
"Barnstable Town, MA",Business and Financial Operations,276.0
"Barnstable Town, MA",Production,258.0
"Barnstable Town, MA",Healthcare Practitioners and Technical,797.0
"Barnstable Town, MA","Education, Training, and Library",610.0
"Barnstable Town, MA",Transportation and Material Moving,495.0
"Barnstable Town, MA",Food Preparation and Serving Related,1344.0
"Barnstable Town, MA",Sales and Related,1211.0
"Barnstable Town, MA",Office and Administrative Support,1534.0
"Binghamton, NY",Legal,54.0
"Binghamton, NY","Life, Physical, and Social Science",47.0
"Binghamton, NY","Arts, Design, Entertainment, Sports, and Media",112.0
"Binghamton, NY",Community and Social Service,196.0
"Binghamton, NY",Architecture and Engineering,204.0
"Binghamton, NY",Protective Service,214.0
"Binghamton, NY",Healthcare Support,307.0
"Binghamton, NY",Building and Grounds Cleaning and Maintenance,441.0
"Binghamton, NY",Computer and Mathematical,225.0
"Binghamton, NY",Personal Care and Service,404.0
"Binghamton, NY","Installation, Maintenance, and Repair",361.0
"Binghamton, NY",Construction and Extraction,377.0
"Binghamton, NY",Management,419.0
"Binghamton, NY",Business and Financial Operations,348.0
"Binghamton, NY",Production,603.0
"Binghamton, NY",Healthcare Practitioners and Technical,675.0
"Binghamton, NY","Education, Training, and Library",942.0
"Binghamton, NY",Transportation and Material Moving,721.0
"Binghamton, NY",Food Preparation and Serving Related,915.0
"Binghamton, NY",Sales and Related,970.0
"Binghamton, NY",Office and Administrative Support,1640.0
"St. Cloud, MN",Legal,47.0
"St. Cloud, MN","Life, Physical, and Social Science",34.0
"St. Cloud, MN","Arts, Design, Entertainment, Sports, and Media",103.0
"St. Cloud, MN",Community and Social Service,138.0
"St. Cloud, MN",Architecture and Engineering,85.0
"St. Cloud, MN",Protective Service,95.0
"St. Cloud, MN",Healthcare Support,324.0
"St. Cloud, MN",Building and Grounds Cleaning and Maintenance,331.0
"St. Cloud, MN",Computer and Mathematical,173.0
"St. Cloud, MN",Personal Care and Service,382.0
"St. Cloud, MN","Installation, Maintenance, and Repair",436.0
"St. Cloud, MN",Construction and Extraction,472.0
"St. Cloud, MN",Management,455.0
"St. Cloud, MN",Business and Financial Operations,387.0
"St. Cloud, MN",Production,1177.0
"St. Cloud, MN",Healthcare Practitioners and Technical,719.0
"St. Cloud, MN","Education, Training, and Library",558.0
"St. Cloud, MN",Transportation and Material Moving,779.0
"St. Cloud, MN",Food Preparation and Serving Related,842.0
"St. Cloud, MN",Sales and Related,1102.0
"St. Cloud, MN",Office and Administrative Support,1596.0
"Lake Charles, LA",Legal,46.0
"Lake Charles, LA","Life, Physical, and Social Science",82.0
"Lake Charles, LA","Arts, Design, Entertainment, Sports, and Media",39.0
"Lake Charles, LA",Community and Social Service,87.0
"Lake Charles, LA",Architecture and Engineering,215.0
"Lake Charles, LA",Protective Service,326.0
"Lake Charles, LA",Healthcare Support,300.0
"Lake Charles, LA",Building and Grounds Cleaning and Maintenance,334.0
"Lake Charles, LA",Computer and Mathematical,43.0
"Lake Charles, LA",Personal Care and Service,418.0
"Lake Charles, LA","Installation, Maintenance, and Repair",656.0
"Lake Charles, LA",Construction and Extraction,1056.0
"Lake Charles, LA",Management,359.0
"Lake Charles, LA",Business and Financial Operations,225.0
"Lake Charles, LA",Production,826.0
"Lake Charles, LA",Healthcare Practitioners and Technical,619.0
"Lake Charles, LA","Education, Training, and Library",526.0
"Lake Charles, LA",Transportation and Material Moving,733.0
"Lake Charles, LA",Food Preparation and Serving Related,1025.0
"Lake Charles, LA",Sales and Related,1040.0
"Lake Charles, LA",Office and Administrative Support,1290.0
"Olympia-Tumwater, WA",Legal,86.0
"Olympia-Tumwater, WA","Life, Physical, and Social Science",201.0
"Olympia-Tumwater, WA","Arts, Design, Entertainment, Sports, and Media",179.0
"Olympia-Tumwater, WA",Community and Social Service,189.0
"Olympia-Tumwater, WA",Architecture and Engineering,154.0
"Olympia-Tumwater, WA",Protective Service,176.0
"Olympia-Tumwater, WA",Healthcare Support,299.0
"Olympia-Tumwater, WA",Building and Grounds Cleaning and Maintenance,295.0
"Olympia-Tumwater, WA",Computer and Mathematical,495.0
"Olympia-Tumwater, WA",Personal Care and Service,314.0
"Olympia-Tumwater, WA","Installation, Maintenance, and Repair",359.0
"Olympia-Tumwater, WA",Construction and Extraction,351.0
"Olympia-Tumwater, WA",Management,643.0
"Olympia-Tumwater, WA",Business and Financial Operations,749.0
"Olympia-Tumwater, WA",Production,278.0
"Olympia-Tumwater, WA",Healthcare Practitioners and Technical,529.0
"Olympia-Tumwater, WA","Education, Training, and Library",715.0
"Olympia-Tumwater, WA",Transportation and Material Moving,568.0
"Olympia-Tumwater, WA",Food Preparation and Serving Related,957.0
"Olympia-Tumwater, WA",Sales and Related,981.0
"Olympia-Tumwater, WA",Office and Administrative Support,1785.0
"Kennewick-Richland, WA",Legal,29.0
"Kennewick-Richland, WA","Life, Physical, and Social Science",243.0
"Kennewick-Richland, WA","Arts, Design, Entertainment, Sports, and Media",101.0
"Kennewick-Richland, WA",Community and Social Service,120.0
"Kennewick-Richland, WA",Architecture and Engineering,507.0
"Kennewick-Richland, WA",Protective Service,259.0
"Kennewick-Richland, WA",Healthcare Support,238.0
"Kennewick-Richland, WA",Building and Grounds Cleaning and Maintenance,313.0
"Kennewick-Richland, WA",Computer and Mathematical,192.0
"Kennewick-Richland, WA",Personal Care and Service,326.0
"Kennewick-Richland, WA","Installation, Maintenance, and Repair",430.0
"Kennewick-Richland, WA",Construction and Extraction,669.0
"Kennewick-Richland, WA",Management,515.0
"Kennewick-Richland, WA",Business and Financial Operations,473.0
"Kennewick-Richland, WA",Production,506.0
"Kennewick-Richland, WA",Healthcare Practitioners and Technical,543.0
"Kennewick-Richland, WA","Education, Training, and Library",707.0
"Kennewick-Richland, WA",Transportation and Material Moving,841.0
"Kennewick-Richland, WA",Food Preparation and Serving Related,942.0
"Kennewick-Richland, WA",Sales and Related,1019.0
"Kennewick-Richland, WA",Office and Administrative Support,1494.0
"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Legal,46.0
"San Luis Obispo-Paso Robles-Arroyo Grande, CA","Life, Physical, and Social Science",105.0
"San Luis Obispo-Paso Robles-Arroyo Grande, CA","Arts, Design, Entertainment, Sports, and Media",103.0
"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Community and Social Service,146.0
"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Architecture and Engineering,200.0
"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Protective Service,332.0
"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Healthcare Support,259.0
"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Building and Grounds Cleaning and Maintenance,495.0
"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Computer and Mathematical,223.0
"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Personal Care and Service,547.0
"San Luis Obispo-Paso Robles-Arroyo Grande, CA","Installation, Maintenance, and Repair",362.0
"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Construction and Extraction,552.0
"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Management,579.0
"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Business and Financial Operations,0.0
"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Production,486.0
"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Healthcare Practitioners and Technical,677.0
"San Luis Obispo-Paso Robles-Arroyo Grande, CA","Education, Training, and Library",773.0
"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Transportation and Material Moving,473.0
"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Food Preparation and Serving Related,1359.0
"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Sales and Related,1194.0
"San Luis Obispo-Paso Robles-Arroyo Grande, CA",Office and Administrative Support,1667.0
"Crestview-Fort Walton Beach-Destin, FL",Legal,49.0
"Crestview-Fort Walton Beach-Destin, FL","Life, Physical, and Social Science",45.0
"Crestview-Fort Walton Beach-Destin, FL","Arts, Design, Entertainment, Sports, and Media",117.0
"Crestview-Fort Walton Beach-Destin, FL",Community and Social Service,100.0
"Crestview-Fort Walton Beach-Destin, FL",Architecture and Engineering,351.0
"Crestview-Fort Walton Beach-Destin, FL",Protective Service,238.0
"Crestview-Fort Walton Beach-Destin, FL",Healthcare Support,201.0
"Crestview-Fort Walton Beach-Destin, FL",Building and Grounds Cleaning and Maintenance,399.0
"Crestview-Fort Walton Beach-Destin, FL",Computer and Mathematical,307.0
"Crestview-Fort Walton Beach-Destin, FL",Personal Care and Service,269.0
"Crestview-Fort Walton Beach-Destin, FL","Installation, Maintenance, and Repair",604.0
"Crestview-Fort Walton Beach-Destin, FL",Construction and Extraction,471.0
"Crestview-Fort Walton Beach-Destin, FL",Management,328.0
"Crestview-Fort Walton Beach-Destin, FL",Business and Financial Operations,661.0
"Crestview-Fort Walton Beach-Destin, FL",Production,263.0
"Crestview-Fort Walton Beach-Destin, FL",Healthcare Practitioners and Technical,519.0
"Crestview-Fort Walton Beach-Destin, FL","Education, Training, and Library",541.0
"Crestview-Fort Walton Beach-Destin, FL",Transportation and Material Moving,465.0
"Crestview-Fort Walton Beach-Destin, FL",Food Preparation and Serving Related,1648.0
"Crestview-Fort Walton Beach-Destin, FL",Sales and Related,1497.0
"Crestview-Fort Walton Beach-Destin, FL",Office and Administrative Support,1519.0
"Charlottesville, VA",Legal,78.0
"Charlottesville, VA","Life, Physical, and Social Science",200.0
"Charlottesville, VA","Arts, Design, Entertainment, Sports, and Media",202.0
"Charlottesville, VA",Community and Social Service,166.0
"Charlottesville, VA",Architecture and Engineering,147.0
"Charlottesville, VA",Protective Service,356.0
"Charlottesville, VA",Healthcare Support,292.0
"Charlottesville, VA",Building and Grounds Cleaning and Maintenance,375.0
"Charlottesville, VA",Computer and Mathematical,383.0
"Charlottesville, VA",Personal Care and Service,381.0
"Charlottesville, VA","Installation, Maintenance, and Repair",318.0
"Charlottesville, VA",Construction and Extraction,481.0
"Charlottesville, VA",Management,449.0
"Charlottesville, VA",Business and Financial Operations,644.0
"Charlottesville, VA",Production,237.0
"Charlottesville, VA",Healthcare Practitioners and Technical,963.0
"Charlottesville, VA","Education, Training, and Library",1055.0
"Charlottesville, VA",Transportation and Material Moving,434.0
"Charlottesville, VA",Food Preparation and Serving Related,1014.0
"Charlottesville, VA",Sales and Related,1051.0
"Charlottesville, VA",Office and Administrative Support,1550.0
"Fort Smith, AR-OK",Legal,41.0
"Fort Smith, AR-OK","Life, Physical, and Social Science",34.0
"Fort Smith, AR-OK","Arts, Design, Entertainment, Sports, and Media",49.0
"Fort Smith, AR-OK",Community and Social Service,154.0
"Fort Smith, AR-OK",Architecture and Engineering,87.0
"Fort Smith, AR-OK",Protective Service,211.0
"Fort Smith, AR-OK",Healthcare Support,310.0
"Fort Smith, AR-OK",Building and Grounds Cleaning and Maintenance,280.0
"Fort Smith, AR-OK",Computer and Mathematical,123.0
"Fort Smith, AR-OK",Personal Care and Service,354.0
"Fort Smith, AR-OK","Installation, Maintenance, and Repair",469.0
"Fort Smith, AR-OK",Construction and Extraction,510.0
"Fort Smith, AR-OK",Management,447.0
"Fort Smith, AR-OK",Business and Financial Operations,294.0
"Fort Smith, AR-OK",Production,1458.0
"Fort Smith, AR-OK",Healthcare Practitioners and Technical,639.0
"Fort Smith, AR-OK","Education, Training, and Library",556.0
"Fort Smith, AR-OK",Transportation and Material Moving,1103.0
"Fort Smith, AR-OK",Food Preparation and Serving Related,996.0
"Fort Smith, AR-OK",Sales and Related,1132.0
"Fort Smith, AR-OK",Office and Administrative Support,1690.0
"Topeka, KS",Legal,115.0
"Topeka, KS","Life, Physical, and Social Science",86.0
"Topeka, KS","Arts, Design, Entertainment, Sports, and Media",113.0
"Topeka, KS",Community and Social Service,183.0
"Topeka, KS",Architecture and Engineering,147.0
"Topeka, KS",Protective Service,317.0
"Topeka, KS",Healthcare Support,488.0
"Topeka, KS",Building and Grounds Cleaning and Maintenance,393.0
"Topeka, KS",Computer and Mathematical,298.0
"Topeka, KS",Personal Care and Service,347.0
"Topeka, KS","Installation, Maintenance, and Repair",461.0
"Topeka, KS",Construction and Extraction,498.0
"Topeka, KS",Management,561.0
"Topeka, KS",Business and Financial Operations,611.0
"Topeka, KS",Production,628.0
"Topeka, KS",Healthcare Practitioners and Technical,735.0
"Topeka, KS","Education, Training, and Library",688.0
"Topeka, KS",Transportation and Material Moving,677.0
"Topeka, KS",Food Preparation and Serving Related,873.0
"Topeka, KS",Sales and Related,898.0
"Topeka, KS",Office and Administrative Support,1848.0
"Manchester, NH",Legal,99.0
"Manchester, NH","Life, Physical, and Social Science",43.0
"Manchester, NH","Arts, Design, Entertainment, Sports, and Media",163.0
"Manchester, NH",Community and Social Service,166.0
"Manchester, NH",Architecture and Engineering,228.0
"Manchester, NH",Protective Service,220.0
"Manchester, NH",Healthcare Support,367.0
"Manchester, NH",Building and Grounds Cleaning and Maintenance,371.0
"Manchester, NH",Computer and Mathematical,312.0
"Manchester, NH",Personal Care and Service,289.0
"Manchester, NH","Installation, Maintenance, and Repair",496.0
"Manchester, NH",Construction and Extraction,354.0
"Manchester, NH",Management,658.0
"Manchester, NH",Business and Financial Operations,565.0
"Manchester, NH",Production,627.0
"Manchester, NH",Healthcare Practitioners and Technical,735.0
"Manchester, NH","Education, Training, and Library",697.0
"Manchester, NH",Transportation and Material Moving,588.0
"Manchester, NH",Food Preparation and Serving Related,825.0
"Manchester, NH",Sales and Related,1337.0
"Manchester, NH",Office and Administrative Support,1911.0
"Columbus, GA-AL",Legal,53.0
"Columbus, GA-AL","Life, Physical, and Social Science",57.0
"Columbus, GA-AL","Arts, Design, Entertainment, Sports, and Media",102.0
"Columbus, GA-AL",Community and Social Service,135.0
"Columbus, GA-AL",Architecture and Engineering,128.0
"Columbus, GA-AL",Protective Service,324.0
"Columbus, GA-AL",Healthcare Support,361.0
"Columbus, GA-AL",Building and Grounds Cleaning and Maintenance,351.0
"Columbus, GA-AL",Computer and Mathematical,297.0
"Columbus, GA-AL",Personal Care and Service,289.0
"Columbus, GA-AL","Installation, Maintenance, and Repair",490.0
"Columbus, GA-AL",Construction and Extraction,376.0
"Columbus, GA-AL",Management,580.0
"Columbus, GA-AL",Business and Financial Operations,591.0
"Columbus, GA-AL",Production,673.0
"Columbus, GA-AL",Healthcare Practitioners and Technical,741.0
"Columbus, GA-AL","Education, Training, and Library",753.0
"Columbus, GA-AL",Transportation and Material Moving,552.0
