city,occupation,0
"Columbus, GA-AL",Food Preparation and Serving Related,1206.0
"Columbus, GA-AL",Sales and Related,1222.0
"Columbus, GA-AL",Office and Administrative Support,1918.0
"Waco, TX",Legal,56.0
"Waco, TX","Life, Physical, and Social Science",66.0
"Waco, TX","Arts, Design, Entertainment, Sports, and Media",111.0
"Waco, TX",Community and Social Service,162.0
"Waco, TX",Architecture and Engineering,169.0
"Waco, TX",Protective Service,270.0
"Waco, TX",Healthcare Support,281.0
"Waco, TX",Building and Grounds Cleaning and Maintenance,375.0
"Waco, TX",Computer and Mathematical,183.0
"Waco, TX",Personal Care and Service,386.0
"Waco, TX","Installation, Maintenance, and Repair",523.0
"Waco, TX",Construction and Extraction,538.0
"Waco, TX",Management,349.0
"Waco, TX",Business and Financial Operations,420.0
"Waco, TX",Production,1057.0
"Waco, TX",Healthcare Practitioners and Technical,587.0
"Waco, TX","Education, Training, and Library",822.0
"Waco, TX",Transportation and Material Moving,665.0
"Waco, TX",Food Preparation and Serving Related,1058.0
"Waco, TX",Sales and Related,1156.0
"Waco, TX",Office and Administrative Support,2042.0
"Charleston, WV",Legal,180.0
"Charleston, WV","Life, Physical, and Social Science",135.0
"Charleston, WV","Arts, Design, Entertainment, Sports, and Media",119.0
"Charleston, WV",Community and Social Service,193.0
"Charleston, WV",Architecture and Engineering,171.0
"Charleston, WV",Protective Service,364.0
"Charleston, WV",Healthcare Support,328.0
"Charleston, WV",Building and Grounds Cleaning and Maintenance,350.0
"Charleston, WV",Computer and Mathematical,249.0
"Charleston, WV",Personal Care and Service,321.0
"Charleston, WV","Installation, Maintenance, and Repair",615.0
"Charleston, WV",Construction and Extraction,568.0
"Charleston, WV",Management,540.0
"Charleston, WV",Business and Financial Operations,520.0
"Charleston, WV",Production,430.0
"Charleston, WV",Healthcare Practitioners and Technical,1002.0
"Charleston, WV","Education, Training, and Library",490.0
"Charleston, WV",Transportation and Material Moving,686.0
"Charleston, WV",Food Preparation and Serving Related,878.0
"Charleston, WV",Sales and Related,1079.0
"Charleston, WV",Office and Administrative Support,2156.0
"Rochester, MN",Legal,38.0
"Rochester, MN","Life, Physical, and Social Science",138.0
"Rochester, MN","Arts, Design, Entertainment, Sports, and Media",132.0
"Rochester, MN",Community and Social Service,194.0
"Rochester, MN",Architecture and Engineering,170.0
"Rochester, MN",Protective Service,125.0
"Rochester, MN",Healthcare Support,571.0
"Rochester, MN",Building and Grounds Cleaning and Maintenance,317.0
"Rochester, MN",Computer and Mathematical,415.0
"Rochester, MN",Personal Care and Service,444.0
"Rochester, MN","Installation, Maintenance, and Repair",357.0
"Rochester, MN",Construction and Extraction,404.0
"Rochester, MN",Management,529.0
"Rochester, MN",Business and Financial Operations,413.0
"Rochester, MN",Production,628.0
"Rochester, MN",Healthcare Practitioners and Technical,1994.0
"Rochester, MN","Education, Training, and Library",567.0
"Rochester, MN",Transportation and Material Moving,640.0
"Rochester, MN",Food Preparation and Serving Related,990.0
"Rochester, MN",Sales and Related,845.0
"Rochester, MN",Office and Administrative Support,1539.0
"Amarillo, TX",Legal,60.0
"Amarillo, TX","Life, Physical, and Social Science",59.0
"Amarillo, TX","Arts, Design, Entertainment, Sports, and Media",131.0
"Amarillo, TX",Community and Social Service,151.0
"Amarillo, TX",Architecture and Engineering,167.0
"Amarillo, TX",Protective Service,388.0
"Amarillo, TX",Healthcare Support,302.0
"Amarillo, TX",Building and Grounds Cleaning and Maintenance,383.0
"Amarillo, TX",Computer and Mathematical,153.0
"Amarillo, TX",Personal Care and Service,335.0
"Amarillo, TX","Installation, Maintenance, and Repair",596.0
"Amarillo, TX",Construction and Extraction,494.0
"Amarillo, TX",Management,351.0
"Amarillo, TX",Business and Financial Operations,408.0
"Amarillo, TX",Production,817.0
"Amarillo, TX",Healthcare Practitioners and Technical,751.0
"Amarillo, TX","Education, Training, and Library",775.0
"Amarillo, TX",Transportation and Material Moving,776.0
"Amarillo, TX",Food Preparation and Serving Related,1198.0
"Amarillo, TX",Sales and Related,1395.0
"Amarillo, TX",Office and Administrative Support,1807.0
"Kingsport-Bristol-Bristol, TN-VA",Legal,65.0
"Kingsport-Bristol-Bristol, TN-VA","Life, Physical, and Social Science",87.0
"Kingsport-Bristol-Bristol, TN-VA","Arts, Design, Entertainment, Sports, and Media",81.0
"Kingsport-Bristol-Bristol, TN-VA",Community and Social Service,132.0
"Kingsport-Bristol-Bristol, TN-VA",Architecture and Engineering,280.0
"Kingsport-Bristol-Bristol, TN-VA",Protective Service,269.0
"Kingsport-Bristol-Bristol, TN-VA",Healthcare Support,386.0
"Kingsport-Bristol-Bristol, TN-VA",Building and Grounds Cleaning and Maintenance,321.0
"Kingsport-Bristol-Bristol, TN-VA",Computer and Mathematical,137.0
"Kingsport-Bristol-Bristol, TN-VA",Personal Care and Service,244.0
"Kingsport-Bristol-Bristol, TN-VA","Installation, Maintenance, and Repair",610.0
"Kingsport-Bristol-Bristol, TN-VA",Construction and Extraction,490.0
"Kingsport-Bristol-Bristol, TN-VA",Management,515.0
"Kingsport-Bristol-Bristol, TN-VA",Business and Financial Operations,342.0
"Kingsport-Bristol-Bristol, TN-VA",Production,1244.0
"Kingsport-Bristol-Bristol, TN-VA",Healthcare Practitioners and Technical,944.0
"Kingsport-Bristol-Bristol, TN-VA","Education, Training, and Library",626.0
"Kingsport-Bristol-Bristol, TN-VA",Transportation and Material Moving,817.0
"Kingsport-Bristol-Bristol, TN-VA",Food Preparation and Serving Related,1173.0
"Kingsport-Bristol-Bristol, TN-VA",Sales and Related,1258.0
"Kingsport-Bristol-Bristol, TN-VA",Office and Administrative Support,1816.0
"Utica-Rome, NY",Legal,62.0
"Utica-Rome, NY","Life, Physical, and Social Science",48.0
"Utica-Rome, NY","Arts, Design, Entertainment, Sports, and Media",116.0
"Utica-Rome, NY",Community and Social Service,256.0
"Utica-Rome, NY",Architecture and Engineering,138.0
"Utica-Rome, NY",Protective Service,391.0
"Utica-Rome, NY",Healthcare Support,502.0
"Utica-Rome, NY",Building and Grounds Cleaning and Maintenance,423.0
"Utica-Rome, NY",Computer and Mathematical,225.0
"Utica-Rome, NY",Personal Care and Service,712.0
"Utica-Rome, NY","Installation, Maintenance, and Repair",452.0
"Utica-Rome, NY",Construction and Extraction,356.0
"Utica-Rome, NY",Management,445.0
"Utica-Rome, NY",Business and Financial Operations,530.0
"Utica-Rome, NY",Production,774.0
"Utica-Rome, NY",Healthcare Practitioners and Technical,876.0
"Utica-Rome, NY","Education, Training, and Library",1030.0
"Utica-Rome, NY",Transportation and Material Moving,670.0
"Utica-Rome, NY",Food Preparation and Serving Related,1099.0
"Utica-Rome, NY",Sales and Related,1044.0
"Utica-Rome, NY",Office and Administrative Support,1807.0
"Visalia-Porterville, CA",Legal,41.0
"Visalia-Porterville, CA","Life, Physical, and Social Science",112.0
"Visalia-Porterville, CA","Arts, Design, Entertainment, Sports, and Media",63.0
"Visalia-Porterville, CA",Community and Social Service,344.0
"Visalia-Porterville, CA",Architecture and Engineering,69.0
"Visalia-Porterville, CA",Protective Service,230.0
"Visalia-Porterville, CA",Healthcare Support,340.0
"Visalia-Porterville, CA",Building and Grounds Cleaning and Maintenance,350.0
"Visalia-Porterville, CA",Computer and Mathematical,100.0
"Visalia-Porterville, CA",Personal Care and Service,288.0
"Visalia-Porterville, CA","Installation, Maintenance, and Repair",579.0
"Visalia-Porterville, CA",Construction and Extraction,388.0
"Visalia-Porterville, CA",Management,514.0
"Visalia-Porterville, CA",Business and Financial Operations,327.0
"Visalia-Porterville, CA",Production,917.0
"Visalia-Porterville, CA",Healthcare Practitioners and Technical,745.0
"Visalia-Porterville, CA","Education, Training, and Library",1227.0
"Visalia-Porterville, CA",Transportation and Material Moving,1159.0
"Visalia-Porterville, CA",Food Preparation and Serving Related,1094.0
"Visalia-Porterville, CA",Sales and Related,1425.0
"Visalia-Porterville, CA",Office and Administrative Support,1820.0
"Wilmington, NC",Legal,0.0
"Wilmington, NC","Life, Physical, and Social Science",138.0
"Wilmington, NC","Arts, Design, Entertainment, Sports, and Media",131.0
"Wilmington, NC",Community and Social Service,150.0
"Wilmington, NC",Architecture and Engineering,170.0
"Wilmington, NC",Protective Service,321.0
"Wilmington, NC",Healthcare Support,480.0
"Wilmington, NC",Building and Grounds Cleaning and Maintenance,480.0
"Wilmington, NC",Computer and Mathematical,187.0
"Wilmington, NC",Personal Care and Service,319.0
"Wilmington, NC","Installation, Maintenance, and Repair",527.0
"Wilmington, NC",Construction and Extraction,538.0
"Wilmington, NC",Management,451.0
"Wilmington, NC",Business and Financial Operations,447.0
"Wilmington, NC",Production,488.0
"Wilmington, NC",Healthcare Practitioners and Technical,879.0
"Wilmington, NC","Education, Training, and Library",713.0
"Wilmington, NC",Transportation and Material Moving,746.0
"Wilmington, NC",Food Preparation and Serving Related,1599.0
"Wilmington, NC",Sales and Related,1504.0
"Wilmington, NC",Office and Administrative Support,1949.0
"Appleton, WI",Legal,41.0
"Appleton, WI","Life, Physical, and Social Science",49.0
"Appleton, WI","Arts, Design, Entertainment, Sports, and Media",134.0
"Appleton, WI",Community and Social Service,231.0
"Appleton, WI",Architecture and Engineering,254.0
"Appleton, WI",Protective Service,170.0
"Appleton, WI",Healthcare Support,263.0
"Appleton, WI",Building and Grounds Cleaning and Maintenance,307.0
"Appleton, WI",Computer and Mathematical,268.0
"Appleton, WI",Personal Care and Service,329.0
"Appleton, WI","Installation, Maintenance, and Repair",513.0
"Appleton, WI",Construction and Extraction,613.0
"Appleton, WI",Management,557.0
"Appleton, WI",Business and Financial Operations,592.0
"Appleton, WI",Production,1648.0
"Appleton, WI",Healthcare Practitioners and Technical,537.0
"Appleton, WI","Education, Training, and Library",640.0
"Appleton, WI",Transportation and Material Moving,882.0
"Appleton, WI",Food Preparation and Serving Related,1042.0
"Appleton, WI",Sales and Related,1497.0
"Appleton, WI",Office and Administrative Support,1697.0
"Burlington-South Burlington, VT",Legal,113.0
"Burlington-South Burlington, VT","Life, Physical, and Social Science",118.0
"Burlington-South Burlington, VT","Arts, Design, Entertainment, Sports, and Media",267.0
"Burlington-South Burlington, VT",Community and Social Service,334.0
"Burlington-South Burlington, VT",Architecture and Engineering,363.0
"Burlington-South Burlington, VT",Protective Service,193.0
"Burlington-South Burlington, VT",Healthcare Support,262.0
"Burlington-South Burlington, VT",Building and Grounds Cleaning and Maintenance,360.0
"Burlington-South Burlington, VT",Computer and Mathematical,458.0
"Burlington-South Burlington, VT",Personal Care and Service,344.0
"Burlington-South Burlington, VT","Installation, Maintenance, and Repair",543.0
"Burlington-South Burlington, VT",Construction and Extraction,496.0
"Burlington-South Burlington, VT",Management,552.0
"Burlington-South Burlington, VT",Business and Financial Operations,829.0
"Burlington-South Burlington, VT",Production,788.0
"Burlington-South Burlington, VT",Healthcare Practitioners and Technical,764.0
"Burlington-South Burlington, VT","Education, Training, and Library",883.0
"Burlington-South Burlington, VT",Transportation and Material Moving,631.0
"Burlington-South Burlington, VT",Food Preparation and Serving Related,1021.0
"Burlington-South Burlington, VT",Sales and Related,1330.0
"Burlington-South Burlington, VT",Office and Administrative Support,1635.0
"Duluth, MN-WI",Legal,47.0
"Duluth, MN-WI","Life, Physical, and Social Science",124.0
"Duluth, MN-WI","Arts, Design, Entertainment, Sports, and Media",126.0
"Duluth, MN-WI",Community and Social Service,404.0
"Duluth, MN-WI",Architecture and Engineering,210.0
"Duluth, MN-WI",Protective Service,275.0
"Duluth, MN-WI",Healthcare Support,511.0
"Duluth, MN-WI",Building and Grounds Cleaning and Maintenance,461.0
"Duluth, MN-WI",Computer and Mathematical,168.0
"Duluth, MN-WI",Personal Care and Service,720.0
"Duluth, MN-WI","Installation, Maintenance, and Repair",614.0
"Duluth, MN-WI",Construction and Extraction,510.0
"Duluth, MN-WI",Management,594.0
"Duluth, MN-WI",Business and Financial Operations,411.0
"Duluth, MN-WI",Production,564.0
"Duluth, MN-WI",Healthcare Practitioners and Technical,1060.0
"Duluth, MN-WI","Education, Training, and Library",745.0
"Duluth, MN-WI",Transportation and Material Moving,724.0
"Duluth, MN-WI",Food Preparation and Serving Related,1268.0
"Duluth, MN-WI",Sales and Related,1194.0
"Duluth, MN-WI",Office and Administrative Support,1809.0
"Atlantic City-Hammonton, NJ",Legal,76.0
"Atlantic City-Hammonton, NJ","Life, Physical, and Social Science",46.0
"Atlantic City-Hammonton, NJ","Arts, Design, Entertainment, Sports, and Media",214.0
"Atlantic City-Hammonton, NJ",Community and Social Service,223.0
"Atlantic City-Hammonton, NJ",Architecture and Engineering,97.0
"Atlantic City-Hammonton, NJ",Protective Service,498.0
"Atlantic City-Hammonton, NJ",Healthcare Support,468.0
"Atlantic City-Hammonton, NJ",Building and Grounds Cleaning and Maintenance,616.0
"Atlantic City-Hammonton, NJ",Computer and Mathematical,209.0
"Atlantic City-Hammonton, NJ",Personal Care and Service,964.0
"Atlantic City-Hammonton, NJ","Installation, Maintenance, and Repair",463.0
"Atlantic City-Hammonton, NJ",Construction and Extraction,458.0
"Atlantic City-Hammonton, NJ",Management,456.0
"Atlantic City-Hammonton, NJ",Business and Financial Operations,469.0
"Atlantic City-Hammonton, NJ",Production,238.0
"Atlantic City-Hammonton, NJ",Healthcare Practitioners and Technical,758.0
"Atlantic City-Hammonton, NJ","Education, Training, and Library",892.0
"Atlantic City-Hammonton, NJ",Transportation and Material Moving,570.0
"Atlantic City-Hammonton, NJ",Food Preparation and Serving Related,1889.0
"Atlantic City-Hammonton, NJ",Sales and Related,1375.0
"Atlantic City-Hammonton, NJ",Office and Administrative Support,1587.0
"Fayetteville, NC",Legal,46.0
"Fayetteville, NC","Life, Physical, and Social Science",76.0
"Fayetteville, NC","Arts, Design, Entertainment, Sports, and Media",98.0
"Fayetteville, NC",Community and Social Service,192.0
"Fayetteville, NC",Architecture and Engineering,102.0
"Fayetteville, NC",Protective Service,358.0
"Fayetteville, NC",Healthcare Support,619.0
"Fayetteville, NC",Building and Grounds Cleaning and Maintenance,374.0
"Fayetteville, NC",Computer and Mathematical,235.0
"Fayetteville, NC",Personal Care and Service,280.0
"Fayetteville, NC","Installation, Maintenance, and Repair",567.0
"Fayetteville, NC",Construction and Extraction,346.0
"Fayetteville, NC",Management,398.0
"Fayetteville, NC",Business and Financial Operations,612.0
"Fayetteville, NC",Production,626.0
"Fayetteville, NC",Healthcare Practitioners and Technical,969.0
"Fayetteville, NC","Education, Training, and Library",1063.0
"Fayetteville, NC",Transportation and Material Moving,859.0
"Fayetteville, NC",Food Preparation and Serving Related,1430.0
"Fayetteville, NC",Sales and Related,1389.0
"Fayetteville, NC",Office and Administrative Support,1946.0
"Erie, PA",Legal,38.0
"Erie, PA","Life, Physical, and Social Science",42.0
"Erie, PA","Arts, Design, Entertainment, Sports, and Media",121.0
"Erie, PA",Community and Social Service,281.0
"Erie, PA",Architecture and Engineering,165.0
"Erie, PA",Protective Service,269.0
"Erie, PA",Healthcare Support,448.0
"Erie, PA",Building and Grounds Cleaning and Maintenance,401.0
"Erie, PA",Computer and Mathematical,149.0
"Erie, PA",Personal Care and Service,674.0
"Erie, PA","Installation, Maintenance, and Repair",435.0
"Erie, PA",Construction and Extraction,363.0
"Erie, PA",Management,406.0
"Erie, PA",Business and Financial Operations,421.0
"Erie, PA",Production,1492.0
"Erie, PA",Healthcare Practitioners and Technical,859.0
"Erie, PA","Education, Training, and Library",847.0
